date,close,close_pred,code,score,date_processed
10.03.2023,17990.0,18094.666,ALK,0.974887408167993,2025-01-19
13.03.2023,18000.0,18124.057,ALK,0.974887408167993,2025-01-19
14.03.2023,17910.0,18130.81,ALK,0.974887408167993,2025-01-19
15.03.2023,17850.0,18128.54,ALK,0.974887408167993,2025-01-19
16.03.2023,17900.0,18127.098,ALK,0.974887408167993,2025-01-19
17.03.2023,17890.0,18122.232,ALK,0.974887408167993,2025-01-19
20.03.2023,17800.0,18113.916,ALK,0.974887408167993,2025-01-19
21.03.2023,17457.0,18063.744,ALK,0.974887408167993,2025-01-19
22.03.2023,17559.0,18026.76,ALK,0.974887408167993,2025-01-19
23.03.2023,17515.0,18027.604,ALK,0.974887408167993,2025-01-19
24.03.2023,17800.0,18002.611,ALK,0.974887408167993,2025-01-19
27.03.2023,17900.0,17917.055,ALK,0.974887408167993,2025-01-19
28.03.2023,17900.0,17744.428,ALK,0.974887408167993,2025-01-19
29.03.2023,18000.0,17729.49,ALK,0.974887408167993,2025-01-19
30.03.2023,17920.0,17719.135,ALK,0.974887408167993,2025-01-19
31.03.2023,17998.0,17865.133,ALK,0.974887408167993,2025-01-19
03.04.2023,17999.0,17951.404,ALK,0.974887408167993,2025-01-19
04.04.2023,17901.0,18007.438,ALK,0.974887408167993,2025-01-19
05.04.2023,17999.0,18065.535,ALK,0.974887408167993,2025-01-19
06.04.2023,18000.0,18058.22,ALK,0.974887408167993,2025-01-19
07.04.2023,18100.0,18098.69,ALK,0.974887408167993,2025-01-19
10.04.2023,18099.0,18097.693,ALK,0.974887408167993,2025-01-19
11.04.2023,18300.0,18072.867,ALK,0.974887408167993,2025-01-19
12.04.2023,18215.0,18111.63,ALK,0.974887408167993,2025-01-19
13.04.2023,18200.0,18131.87,ALK,0.974887408167993,2025-01-19
18.04.2023,18002.0,18195.746,ALK,0.974887408167993,2025-01-19
19.04.2023,17690.0,18237.326,ALK,0.974887408167993,2025-01-19
20.04.2023,17700.0,18338.678,ALK,0.974887408167993,2025-01-19
24.04.2023,17500.0,18325.432,ALK,0.974887408167993,2025-01-19
25.04.2023,17580.0,18298.709,ALK,0.974887408167993,2025-01-19
26.04.2023,17501.0,18155.014,ALK,0.974887408167993,2025-01-19
27.04.2023,18050.0,17966.682,ALK,0.974887408167993,2025-01-19
28.04.2023,18080.0,17875.877,ALK,0.974887408167993,2025-01-19
02.05.2023,18350.0,17747.209,ALK,0.974887408167993,2025-01-19
03.05.2023,18201.0,17744.896,ALK,0.974887408167993,2025-01-19
04.05.2023,18151.0,17758.557,ALK,0.974887408167993,2025-01-19
05.05.2023,18101.0,18024.055,ALK,0.974887408167993,2025-01-19
08.05.2023,18100.0,18143.373,ALK,0.974887408167993,2025-01-19
09.05.2023,17900.0,18321.357,ALK,0.974887408167993,2025-01-19
10.05.2023,17894.0,18299.154,ALK,0.974887408167993,2025-01-19
11.05.2023,17800.0,18284.713,ALK,0.974887408167993,2025-01-19
12.05.2023,18000.0,18244.164,ALK,0.974887408167993,2025-01-19
15.05.2023,17750.0,18208.795,ALK,0.974887408167993,2025-01-19
16.05.2023,17900.0,18102.928,ALK,0.974887408167993,2025-01-19
17.05.2023,17900.0,18059.076,ALK,0.974887408167993,2025-01-19
18.05.2023,18000.0,18008.527,ALK,0.974887408167993,2025-01-19
19.05.2023,17950.0,18056.902,ALK,0.974887408167993,2025-01-19
22.05.2023,17800.0,17969.084,ALK,0.974887408167993,2025-01-19
23.05.2023,17700.0,18023.264,ALK,0.974887408167993,2025-01-19
25.05.2023,17850.0,18031.271,ALK,0.974887408167993,2025-01-19
